hust_imaging_id,cell_name,input_reconstruction_batch_id,swc_path,swc_node_identifier,coordinate_type_id,x_coordinate,y_coordinate,z_coordinate,batch_id,created_at,structure_label,hemisphere,surround
1,AA0956,202205111930_upload_registered_reconstructions,AA0956.swc,1,ccf_ASL_micron,3948.936653,3434.67501,2707.46353,202205111937_upload_soma_locations,5/11/2022 19:37,MOp5,left,"{""structures"": [{""MOp5"": 0.914}, {""SSp-m5"": 0.068}, {""MOp6a"": 0.018}]}"
1,AA0957,202205111930_upload_registered_reconstructions,AA0957.swc,1,ccf_ASL_micron,7616.453428,7088.887557,8934.253426,202205111937_upload_soma_locations,5/11/2022 19:37,COApl,right,"{""structures"": [{""COApl"": 1.0}]}"
1,AA0958,202205111930_upload_registered_reconstructions,AA0958.swc,1,ccf_ASL_micron,4379.476976,4334.529792,6370.849323,202205111937_upload_soma_locations,5/11/2022 19:37,LSr,right,"{""structures"": [{""LSr"": 1.0}]}"
1,AA0959,202205111930_upload_registered_reconstructions,AA0959.swc,1,ccf_ASL_micron,6548.054342,1947.921541,7143.149556,202205111937_upload_soma_locations,5/11/2022 19:37,CA1,right,"{""structures"": [{""CA1"": 0.938}, {""CA2"": 0.062}]}"
1,AA0960,202205111930_upload_registered_reconstructions,AA0960.swc,1,ccf_ASL_micron,6492.799071,2077.552546,7219.143501,202205111937_upload_soma_locations,5/11/2022 19:37,CA3,right,"{""structures"": [{""CA3"": 0.633}, {""CA2"": 0.347}, {""CA1"": 0.02}]}"
1,AA0961,202205111930_upload_registered_reconstructions,AA0961.swc,1,ccf_ASL_micron,10568.2244,4012.292652,7711.010795,202205111937_upload_soma_locations,5/11/2022 19:37,CENT3,right,"{""structures"": [{""CENT3"": 0.809}, {""CUL4, 5"": 0.191}]}"
1,AA0962,202205111930_upload_registered_reconstructions,AA0962.swc,1,ccf_ASL_micron,10437.0013,5024.352592,9253.089033,202205111937_upload_soma_locations,5/11/2022 19:37,FL,right,"{""structures"": [{""FL"": 0.688}, {""none"": 0.276}, {""PFL"": 0.036}]}"
1,AA0963,202205111930_upload_registered_reconstructions,AA0963.swc,1,ccf_ASL_micron,10566.08885,5060.90308,8841.416474,202205111937_upload_soma_locations,5/11/2022 19:37,FL,right,"{""structures"": [{""FL"": 1.0}]}"
1,AA0964,202205111930_upload_registered_reconstructions,AA0964.swc,1,ccf_ASL_micron,13511.74285,4706.513221,5588.465622,202205111937_upload_soma_locations,5/11/2022 19:37,,,
1,AA0965,202205111930_upload_registered_reconstructions,AA0965.swc,1,ccf_ASL_micron,12884.51489,3946.703306,4613.698395,202205111937_upload_soma_locations,5/11/2022 19:37,COPY,left,"{""structures"": [{""COPY"": 0.543}, {""PYR"": 0.455}, {""UVU"": 0.002}]}"
1,AA0966,202205111930_upload_registered_reconstructions,AA0966.swc,1,ccf_ASL_micron,12707.24195,3896.645562,4680.773431,202205111937_upload_soma_locations,5/11/2022 19:37,PYR,left,"{""structures"": [{""PYR"": 0.771}, {""UVU"": 0.229}]}"
1,AA0967,202205111930_upload_registered_reconstructions,AA0967.swc,1,ccf_ASL_micron,13014.52344,4023.594727,7436.53125,202205111937_upload_soma_locations,5/11/2022 19:37,COPY,right,"{""structures"": [{""COPY"": 0.989}, {""PRM"": 0.011}]}"
1,AA0968,202205111930_upload_registered_reconstructions,AA0968.swc,1,ccf_ASL_micron,13496.75,4517.355469,4715.273437,202205111937_upload_soma_locations,5/11/2022 19:37,,,
1,AA0969,202205111930_upload_registered_reconstructions,AA0969.swc,1,ccf_ASL_micron,10652.1044,3227.182403,7856.386271,202205111937_upload_soma_locations,5/11/2022 19:37,"CUL4, 5",right,"{""structures"": [{""CUL4, 5"": 1.0}]}"
1,AA0970,202205111930_upload_registered_reconstructions,AA0970.swc,1,ccf_ASL_micron,10566.5,3067.049804,3230.625,202205111937_upload_soma_locations,5/11/2022 19:37,SIM,left,"{""structures"": [{""SIM"": 1.0}]}"
1,AA0971,202205111930_upload_registered_reconstructions,AA0971.swc,1,ccf_ASL_micron,10851.17953,3157.037281,6030.395175,202205111937_upload_soma_locations,5/11/2022 19:37,CENT2,right,"{""structures"": [{""CENT2"": 1.0}]}"
1,AA0972,202205111930_upload_registered_reconstructions,AA0972.swc,1,ccf_ASL_micron,10852.64792,3179.681471,6035.370085,202205111937_upload_soma_locations,5/11/2022 19:37,CENT2,right,"{""structures"": [{""CENT2"": 1.0}]}"
1,AA0973,202205111930_upload_registered_reconstructions,AA0973.swc,1,ccf_ASL_micron,12362.96702,3181.777484,9109.297169,202205111937_upload_soma_locations,5/11/2022 19:37,ANcr2,right,"{""structures"": [{""ANcr2"": 1.0}]}"
1,AA0974,202205111930_upload_registered_reconstructions,AA0974.swc,1,ccf_ASL_micron,12278.01659,3003.367044,9195.119418,202205111937_upload_soma_locations,5/11/2022 19:37,ANcr2,right,"{""structures"": [{""ANcr2"": 0.996}, {""none"": 0.004}]}"
1,AA0975,202205111930_upload_registered_reconstructions,AA0975.swc,1,ccf_ASL_micron,13163.76366,3974.007871,6046.874779,202205111937_upload_soma_locations,5/11/2022 19:37,PYR,right,"{""structures"": [{""UVU"": 0.291}, {""PYR"": 0.243}, {""none"": 0.2}]}"
1,AA0976,202205111930_upload_registered_reconstructions,AA0976.swc,1,ccf_ASL_micron,12660.79704,4224.872128,3812.390505,202205111937_upload_soma_locations,5/11/2022 19:37,COPY,left,"{""structures"": [{""COPY"": 0.998}, {""PRM"": 0.002}]}"
1,AA0977,202205111930_upload_registered_reconstructions,AA0977.swc,1,ccf_ASL_micron,13381.3659,2964.31829,5536.29415,202205111937_upload_soma_locations,5/11/2022 19:37,,,
1,AA0978,202205111930_upload_registered_reconstructions,AA0978.swc,1,ccf_ASL_micron,11627.0625,5153.623047,2132.867187,202205111937_upload_soma_locations,5/11/2022 19:37,PFL,left,"{""structures"": [{""PFL"": 0.996}, {""none"": 0.004}]}"
1,AA0979,202205111930_upload_registered_reconstructions,AA0979.swc,1,ccf_ASL_micron,11333.13672,5113.457031,9860.953124,202205111937_upload_soma_locations,5/11/2022 19:37,PFL,right,"{""structures"": [{""PFL"": 1.0}]}"
